Open,Close,High,Low,Volume,Date
3.83775,3.83655,3.85255,3.82915,,07/08/21
3.81845,3.84435,3.85085,3.81225,,07/07/21
3.79655,3.81675,3.82075,3.78165,,07/06/21
3.80135,3.79735,3.80925,3.79135,,07/05/21
3.80105,3.80445,3.80705,3.80105,,07/04/21
3.80105,3.80125,3.80125,3.80105,,07/03/21
3.81005,3.80135,3.83435,3.79015,,07/02/21
3.81095,3.80815,3.82205,3.79445,,07/01/21
3.79755,3.81135,3.82015,3.78785,,06/30/21
3.77505,3.79765,3.80445,3.77185,,06/29/21
3.78235,3.77475,3.78965,3.77025,,06/28/21
3.78275,3.7828,3.78495,3.78125,,06/27/21
3.78275,3.78275,3.78275,3.78275,,06/26/21
3.78725,3.78235,3.79035,3.76675,,06/25/21
3.78525,3.78725,3.80595,3.78215,,06/24/21
3.77945,3.79325,3.81285,3.77585,,06/23/21
3.79875,3.78115,3.81915,3.77855,,06/22/21
3.83715,3.79895,3.84245,3.79605,,06/21/21
3.83755,3.83975,3.84415,3.83575,,06/20/21
3.83755,3.83755,3.83755,3.83755,,06/19/21
3.82805,3.83715,3.84495,3.81185,,06/18/21
3.77315,3.82915,3.83265,3.76915,,06/17/21
3.73365,3.77315,3.77735,3.71645,,06/16/21
3.72545,3.73295,3.74095,3.72065,,06/15/21
3.71775,3.72465,3.73065,3.70445,,06/14/21
3.71765,3.71205,3.71765,3.7102,,06/13/21
3.71815,3.71765,3.7205,3.71755,,06/12/21
3.67115,3.71775,3.72195,3.66505,,06/11/21
3.67125,3.67225,3.68915,3.66325,,06/10/21
3.66615,3.67145,3.67655,3.64985,,06/09/21
3.66435,3.66655,3.67455,3.66115,,06/08/21
3.66575,3.66345,3.67685,3.65785,,06/07/21
3.66585,3.66565,3.66675,3.6644,,06/06/21
3.66575,3.66585,3.66585,3.66575,,06/05/21
3.67435,3.66575,3.69585,3.66315,,06/04/21
3.65015,3.67475,3.68355,3.64835,,06/03/21
3.65115,3.65125,3.67555,3.64785,,06/02/21
3.66295,3.65215,3.66755,3.64015,,06/01/21
3.67775,3.66345,3.68375,3.66175,,05/31/21
3.67785,3.6762,3.67785,3.6752,,05/30/21
3.67785,3.67785,3.67785,3.67785,,05/29/21
3.68395,3.67775,3.69715,3.67215,,05/28/21
3.69125,3.68445,3.69745,3.67145,,05/27/21
3.65945,3.69115,3.69495,3.65325,,05/26/21
3.67035,3.65965,3.67145,3.65375,,05/25/21
3.69175,3.67005,3.69175,3.66515,,05/24/21
3.69195,3.69195,3.69195,3.69195,,05/23/21
3.69195,3.69195,3.69195,3.69195,,05/22/21
3.67435,3.69175,3.69855,3.67065,,05/21/21
3.71265,3.67455,3.71875,3.67305,,05/20/21
3.69875,3.71375,3.71975,3.69215,,05/19/21
3.72495,3.69895,3.72685,3.69415,,05/18/21
3.73105,3.72545,3.74305,3.72135,,05/17/21
3.72875,3.72925,3.7306,3.72875,,05/16/21
3.72905,3.72875,3.72985,3.72875,,05/15/21
3.74785,3.73105,3.75095,3.72385,,05/14/21
3.77325,3.74755,3.77345,3.73855,,05/13/21
3.73935,3.77345,3.77605,3.73655,,05/12/21
3.75845,3.73935,3.76805,3.73575,,05/11/21
3.74285,3.75765,3.76455,3.74125,,05/10/21
3.74255,3.74255,3.74255,3.74255,,05/09/21
3.7429,3.74255,3.7429,3.74255,,05/08/21
3.78915,3.74285,3.80065,3.73855,,05/07/21
3.81005,3.78975,3.81895,3.78675,,05/06/21
3.79325,3.80935,3.82195,3.78555,,05/05/21
3.76505,3.79435,3.80275,3.76475,,05/04/21
3.79235,3.76545,3.79385,3.76125,,05/03/21
3.7918,3.79015,3.7927,3.78795,,05/02/21
3.7928,3.7918,3.7928,3.7918,,05/01/21
3.76815,3.79235,3.79405,3.76005,,04/30/21
3.77325,3.76735,3.78485,3.76145,,04/29/21
3.77865,3.77575,3.80735,3.77205,,04/28/21
3.77075,3.77775,3.78745,3.77065,,04/27/21
3.76665,3.77155,3.77975,3.75845,,04/26/21
3.76665,3.76355,3.76685,3.7631,,04/25/21
3.76645,3.76665,3.76685,3.76645,,04/24/21
3.79805,3.76665,3.80225,3.76395,,04/23/21
3.78515,3.79555,3.80365,3.77495,,04/22/21
3.78195,3.78545,3.80225,3.77855,,04/21/21
3.78185,3.78195,3.78845,3.76935,,04/20/21
3.79135,3.78165,3.80685,3.77315,,04/19/21
3.7912,3.79495,3.79645,3.7911,,04/18/21
3.79145,3.79125,3.79145,3.7912,,04/17/21
3.80225,3.79135,3.81185,3.78655,,04/16/21
3.80225,3.80195,3.81255,3.79525,,04/15/21
3.82065,3.80275,3.82165,3.79845,,04/14/21
3.80015,3.82195,3.84355,3.80015,,04/13/21
3.80725,3.80105,3.81925,3.79425,,04/12/21
3.80715,3.81105,3.81715,3.80715,,04/11/21
3.80715,3.80715,3.80715,3.80715,,04/10/21
3.81625,3.80725,3.83595,3.80125,,04/09/21
3.85325,3.81575,3.85605,3.80845,,04/08/21
3.86735,3.85415,3.87545,3.83215,,04/07/21
3.88815,3.86775,3.90355,3.86725,,04/06/21
3.90735,3.88725,3.92355,3.87875,,04/05/21
3.90745,3.91275,3.91525,3.90745,,04/04/21
3.90745,3.90745,3.90745,3.90745,,04/03/21
3.89645,3.90735,3.92015,3.88765,,04/02/21
3.95095,3.89915,3.95585,3.89385,,04/01/21
3.97385,3.95055,3.98345,3.94005,,03/31/21
3.97085,3.97405,3.97855,3.95385,,03/30/21
3.93585,3.97155,3.97375,3.92955,,03/29/21
3.93575,3.9347,3.93575,3.93345,,03/28/21
3.93585,3.93585,3.93585,3.93585,,03/27/21
3.93645,3.93585,3.95105,3.92615,,03/26/21
3.91795,3.93665,3.94645,3.91195,,03/25/21
3.89925,3.91845,3.92235,3.89855,,03/24/21
3.85165,3.89785,3.90095,3.84795,,03/23/21
3.87655,3.85185,3.89365,3.84525,,03/22/21
3.87635,3.87635,3.87635,3.87635,,03/21/21
3.87655,3.87635,3.87655,3.87635,,03/20/21
3.87785,3.87655,3.89205,3.86585,,03/19/21
3.83745,3.87665,3.88485,3.83295,,03/18/21
3.86165,3.83765,3.88275,3.83535,,03/17/21
3.84935,3.86115,3.86655,3.84335,,03/16/21
3.83385,3.84925,3.85465,3.82845,,03/15/21
3.8336,3.8361,3.83655,3.8333,,03/14/21
3.8336,3.8336,3.8336,3.8336,,03/13/21
3.82485,3.83385,3.85525,3.82365,,03/12/21
3.83675,3.82375,3.84245,3.81355,,03/11/21
3.84075,3.83795,3.85465,3.83215,,03/10/21
3.88005,3.84155,3.88525,3.83315,,03/09/21
3.85175,3.88085,3.88245,3.84235,,03/08/21
3.85185,3.85085,3.85225,3.84905,,03/07/21
3.85185,3.85185,3.85185,3.85185,,03/06/21
3.81045,3.85175,3.86245,3.81025,,03/05/21
3.76565,3.81065,3.81805,3.76565,,03/04/21
3.75445,3.76645,3.77735,3.74585,,03/03/21
3.76325,3.75695,3.78515,3.75315,,03/02/21
3.74555,3.76305,3.76725,3.73065,,03/01/21
3.7438,3.7446,3.7448,3.74345,,02/28/21
3.74375,3.7438,3.7438,3.74375,,02/27/21
3.70975,3.74555,3.74875,3.70865,,02/26/21
3.70445,3.71185,3.72025,3.68105,,02/25/21
3.71035,3.70475,3.73255,3.70185,,02/24/21
3.69705,3.70955,3.71405,3.69215,,02/23/21
3.70135,3.69515,3.71815,3.69205,,02/22/21
3.7016,3.701,3.7019,3.69885,,02/21/21
3.7016,3.7016,3.7016,3.7016,,02/20/21
3.71215,3.70135,3.71635,3.69095,,02/19/21
3.73015,3.71205,3.73525,3.71105,,02/18/21
3.71335,3.72995,3.74325,3.71335,,02/17/21
3.69715,3.71355,3.71815,3.68555,,02/16/21
3.71075,3.69755,3.71245,3.69295,,02/15/21
3.71065,3.7107,3.71155,3.7102,,02/14/21
3.71055,3.71065,3.71065,3.7103,,02/13/21
3.71125,3.71075,3.72725,3.70715,,02/12/21
3.70615,3.71135,3.71865,3.70095,,02/11/21
3.69245,3.70525,3.71015,3.68255,,02/10/21
3.71515,3.69285,3.71795,3.69175,,02/09/21
3.72115,3.71505,3.73375,3.70995,,02/08/21
3.72105,3.7279,3.72965,3.72105,,02/07/21
3.72105,3.72105,3.72105,3.72105,,02/06/21
3.76185,3.72115,3.76575,3.72015,,02/05/21
3.72615,3.76215,3.76605,3.72465,,02/04/21
3.72125,3.72665,3.74365,3.71545,,02/03/21
3.73925,3.72075,3.74525,3.71925,,02/02/21
3.72605,3.74045,3.74265,3.72295,,02/01/21
3.726,3.7263,3.7266,3.72385,,01/31/21
3.7261,3.726,3.7261,3.726,,01/30/21
3.74655,3.72605,3.75595,3.71835,,01/29/21
3.75535,3.74665,3.77175,3.73895,,01/28/21
3.73605,3.75755,3.77445,3.73345,,01/27/21
3.73915,3.73685,3.75565,3.73475,,01/26/21
3.72935,3.73935,3.74815,3.72295,,01/25/21
3.72985,3.7304,3.7315,3.7272,,01/24/21
3.72985,3.72985,3.72985,3.72985,,01/23/21
3.72385,3.72935,3.73615,3.72025,,01/22/21
3.74515,3.72585,3.74545,3.72265,,01/21/21
3.73935,3.74495,3.75215,3.72515,,01/20/21
3.75655,3.73895,3.75765,3.73355,,01/19/21
3.75795,3.75745,3.77335,3.75085,,01/18/21
3.759,3.756,3.7594,3.75385,,01/17/21
3.75525,3.759,3.759,3.74275,,01/16/21
3.73605,3.75795,3.76045,3.73575,,01/15/21
3.73515,3.73665,3.75565,3.72815,,01/14/21
3.70435,3.73525,3.73785,3.69985,,01/13/21
3.72325,3.70515,3.73035,3.70195,,01/12/21
3.69135,3.72335,3.73315,3.69135,,01/11/21
3.69115,3.6933,3.6939,3.68585,,01/10/21
3.6908,3.69105,3.69105,3.6908,,01/09/21
3.68275,3.69135,3.70185,3.67285,,01/08/21
3.67035,3.68375,3.69415,3.66125,,01/07/21
3.68705,3.67125,3.69105,3.65225,,01/06/21
3.71975,3.68835,3.72195,3.68125,,01/05/21
3.72785,3.72005,3.72785,3.68895,,01/04/21
3.7336,3.72865,3.7336,3.72695,,01/03/21
3.7336,3.7336,3.7336,3.7336,,01/02/21
3.72785,3.72785,3.72785,3.72785,,01/01/21
3.72535,3.72785,3.76055,3.70145,,12/31/20
3.70305,3.72495,3.74455,3.67475,,12/30/20
3.67905,3.70415,3.72595,3.65755,,12/29/20
3.69795,3.68225,3.70815,3.66145,,12/28/20
3.6978,3.69225,3.6978,3.6882,,12/27/20
3.6978,3.6978,3.6978,3.6978,,12/26/20
3.69625,3.69795,3.70745,3.69155,,12/25/20
3.69555,3.69425,3.70115,3.68525,,12/24/20
3.70365,3.69465,3.70815,3.68405,,12/23/20
3.67285,3.70465,3.71015,3.66855,,12/22/20
3.64705,3.67305,3.73025,3.64705,,12/21/20
3.64835,3.66065,3.66535,3.6482,,12/20/20
3.64835,3.64835,3.64835,3.64835,,12/19/20
3.61825,3.64705,3.68975,3.61765,,12/18/20
3.63895,3.61855,3.64085,3.61555,,12/17/20
3.65355,3.63925,3.66285,3.62695,,12/16/20
3.65465,3.65315,3.66695,3.64555,,12/15/20
3.67195,3.65705,3.68335,3.64095,,12/14/20
3.67165,3.66045,3.67165,3.6579,,12/13/20
3.67155,3.67165,3.67165,3.67155,,12/12/20
3.64655,3.67195,3.67645,3.63875,,12/11/20
3.66765,3.64835,3.66875,3.64215,,12/10/20
3.67475,3.66995,3.67875,3.64295,,12/09/20
3.69485,3.67505,3.71025,3.67285,,12/08/20
3.68795,3.69545,3.71055,3.67505,,12/07/20
3.68705,3.68715,3.68945,3.6833,,12/06/20
3.68705,3.68705,3.68705,3.68705,,12/05/20
3.68045,3.68795,3.69185,3.67115,,12/04/20
3.69745,3.68005,3.70755,3.67255,,12/03/20
3.68575,3.69785,3.72125,3.68015,,12/02/20
3.75455,3.68585,3.75455,3.68185,,12/01/20
3.74835,3.75295,3.75685,3.72675,,11/30/20
3.74765,3.75105,3.75295,3.74765,,11/29/20
3.74765,3.74765,3.74765,3.74765,,11/28/20
3.75785,3.74835,3.77085,3.74725,,11/27/20
3.74715,3.75695,3.76525,3.73965,,11/26/20
3.75415,3.74715,3.76485,3.74275,,11/25/20
3.77535,3.75435,3.77625,3.75025,,11/24/20
3.76995,3.77685,3.79315,3.75255,,11/23/20
3.77015,3.77015,3.77015,3.77015,,11/22/20
3.77015,3.77015,3.77015,3.77015,,11/21/20
3.76305,3.76995,3.77325,3.75575,,11/20/20
3.76775,3.76355,3.79135,3.75875,,11/19/20
3.78425,3.76845,3.78915,3.75715,,11/18/20
3.77075,3.78475,3.79395,3.76815,,11/17/20
3.78695,3.77145,3.78995,3.76355,,11/16/20
3.78745,3.78925,3.79,3.78505,,11/15/20
3.78685,3.78745,3.78745,3.7868,,11/14/20
3.80375,3.78695,3.81225,3.78605,,11/13/20
3.80615,3.80415,3.81885,3.79175,,11/12/20
3.80785,3.80535,3.82035,3.79645,,11/11/20
3.79075,3.80745,3.82455,3.78155,,11/10/20
3.79215,3.79175,3.80255,3.74765,,11/09/20
3.7911,3.78945,3.7911,3.78885,,11/08/20
3.79095,3.7911,3.7911,3.79095,,11/07/20
3.82825,3.79215,3.84025,3.78645,,11/06/20
3.87185,3.82835,3.87685,3.80415,,11/05/20
3.87515,3.87255,3.95475,3.85675,,11/04/20
3.95245,3.87565,3.95595,3.86955,,11/03/20
3.95585,3.95305,3.97115,3.94525,,11/02/20
3.95535,3.95535,3.95535,3.95535,,11/01/20
3.95535,3.95535,3.95535,3.95535,,10/31/20
3.96275,3.95585,3.96945,3.94475,,10/30/20
3.94225,3.96295,3.96975,3.92955,,10/29/20
3.89335,3.94265,3.95555,3.89195,,10/28/20
3.87815,3.89265,3.89925,3.86635,,10/27/20
3.85235,3.87805,3.88525,3.84965,,10/26/20
3.85145,3.8567,3.86145,3.85145,,10/25/20
3.85145,3.85145,3.85145,3.85145,,10/24/20
3.86885,3.85235,3.88885,3.85015,,10/23/20
3.85425,3.86905,3.88255,3.85085,,10/22/20
3.86015,3.85515,3.87845,3.83825,,10/21/20
3.88305,3.85895,3.90095,3.85335,,10/20/20
3.88055,3.88675,3.88995,3.87245,,10/19/20
3.88115,3.87955,3.88115,3.8754,,10/18/20
3.88115,3.88115,3.88115,3.88115,,10/17/20
3.88465,3.88055,3.90425,3.86795,,10/16/20
3.83915,3.88485,3.89995,3.83915,,10/15/20
3.82535,3.84105,3.85375,3.81825,,10/14/20
3.77335,3.82595,3.83275,3.77025,,10/13/20
3.77935,3.77315,3.80305,3.77145,,10/12/20
3.77885,3.78015,3.78135,3.7775,,10/11/20
3.77885,3.77885,3.77885,3.77885,,10/10/20
3.81725,3.77935,3.81735,3.77065,,10/09/20
3.80915,3.81795,3.82515,3.80015,,10/08/20
3.82585,3.80975,3.82965,3.80315,,10/07/20
3.81385,3.82165,3.82985,3.79525,,10/06/20
3.84355,3.81575,3.84355,3.80525,,10/05/20
3.843,3.8434,3.84545,3.83965,,10/04/20
3.843,3.843,3.843,3.843,,10/03/20
3.81505,3.84355,3.85235,3.81365,,10/02/20
3.86455,3.81495,3.86805,3.80545,,10/01/20
3.85755,3.86535,3.88925,3.84875,,09/30/20
3.93115,3.85795,3.94065,3.84855,,09/29/20
3.91195,3.92915,3.93635,3.89545,,09/28/20
3.91235,3.91395,3.9159,3.91065,,09/27/20
3.91235,3.91235,3.91235,3.91235,,09/26/20
3.90065,3.91195,3.92385,3.89115,,09/25/20
3.86955,3.90075,3.92005,3.86415,,09/24/20
3.83095,3.87045,3.87665,3.82865,,09/23/20
3.81915,3.83085,3.85125,3.80945,,09/22/20
3.76745,3.81845,3.83495,3.75235,,09/21/20
3.76685,3.76335,3.76695,3.76235,,09/20/20
3.76685,3.76685,3.76685,3.76685,,09/19/20
3.76035,3.76745,3.77015,3.74815,,09/18/20
3.76595,3.76045,3.79385,3.75665,,09/17/20
3.76035,3.76645,3.77365,3.74295,,09/16/20
3.74765,3.76105,3.76275,3.73005,,09/15/20
3.75705,3.74675,3.75835,3.74115,,09/14/20
3.76065,3.75845,3.76065,3.75605,,09/13/20
3.76065,3.76065,3.76065,3.76065,,09/12/20
3.76575,3.75705,3.76725,3.74595,,09/11/20
3.76135,3.76875,3.77565,3.73285,,09/10/20
3.78255,3.76195,3.79165,3.75625,,09/09/20
3.75405,3.78165,3.78725,3.74995,,09/08/20
3.76445,3.75475,3.77685,3.74995,,09/07/20
3.7644,3.76735,3.7686,3.7642,,09/06/20
3.7644,3.7644,3.7644,3.7644,,09/05/20
3.74365,3.76445,3.79415,3.74225,,09/04/20
3.72335,3.74395,3.76015,3.72245,,09/03/20
3.68385,3.72395,3.73825,3.67945,,09/02/20
3.68345,3.68365,3.68835,3.65665,,09/01/20
3.68585,3.68325,3.69725,3.66605,,08/31/20
3.68605,3.68485,3.6861,3.6835,,08/30/20
3.68605,3.68605,3.68605,3.68605,,08/29/20
3.73155,3.68585,3.73505,3.68135,,08/28/20
3.72965,3.73305,3.75185,3.69965,,08/27/20
3.71715,3.73055,3.74645,3.71375,,08/26/20
3.72805,3.71535,3.73195,3.70665,,08/25/20
3.74235,3.72705,3.74655,3.70775,,08/24/20
3.74345,3.7385,3.74405,3.7323,,08/23/20
3.74345,3.74345,3.74345,3.74345,,08/22/20
3.69645,3.74235,3.75025,3.68485,,08/21/20
3.71955,3.69635,3.72415,3.69435,,08/20/20
3.67015,3.71965,3.71985,3.66235,,08/19/20
3.70395,3.67055,3.70425,3.66085,,08/18/20
3.71315,3.70295,3.71525,3.69725,,08/17/20
3.71305,3.71365,3.71465,3.71265,,08/16/20
3.71305,3.71305,3.71305,3.71305,,08/15/20
3.72265,3.71315,3.73215,3.71115,,08/14/20
3.73495,3.72265,3.73685,3.70685,,08/13/20
3.75395,3.73625,3.76345,3.72515,,08/12/20
3.74825,3.75335,3.75995,3.72695,,08/11/20
3.74405,3.74845,3.75405,3.73145,,08/10/20
3.74405,3.7397,3.74445,3.73795,,08/09/20
3.74405,3.74405,3.74405,3.74405,,08/08/20
3.71705,3.74405,3.75215,3.71645,,08/07/20
3.70885,3.71605,3.73005,3.69005,,08/06/20
3.72725,3.70825,3.72865,3.69465,,08/05/20
3.75075,3.72675,3.75895,3.72315,,08/04/20
3.74845,3.75165,3.77935,3.74185,,08/03/20
3.74915,3.7503,3.7524,3.7475,,08/02/20
3.74845,3.74915,3.74915,3.74845,,08/01/20
3.72425,3.74845,3.75295,3.69915,,07/31/20
3.73815,3.72425,3.76245,3.72075,,07/30/20
3.76285,3.73775,3.77675,3.73385,,07/29/20
3.73995,3.76375,3.76865,3.72935,,07/28/20
3.78005,3.74015,3.78005,3.72745,,07/27/20
3.77965,3.78505,3.78685,3.77925,,07/26/20
3.77965,3.77965,3.77965,3.77965,,07/25/20
3.80355,3.78005,3.80835,3.77705,,07/24/20
3.82025,3.80415,3.82775,3.78655,,07/23/20
3.84455,3.82195,3.86015,3.81015,,07/22/20
3.89425,3.84485,3.89865,3.84145,,07/21/20
3.91755,3.89395,3.92525,3.89005,,07/20/20
3.91795,3.927,3.93285,3.9178,,07/19/20
3.91795,3.91795,3.91795,3.91795,,07/18/20
3.93915,3.91755,3.94095,3.91335,,07/17/20
3.92395,3.93935,3.94695,3.91285,,07/16/20
3.92445,3.92465,3.92705,3.90295,,07/15/20
3.95945,3.92485,3.96575,3.92085,,07/14/20
3.95225,3.95985,3.96165,3.93705,,07/13/20
3.9528,3.95105,3.95525,3.9488,,07/12/20
3.9528,3.9528,3.9528,3.9528,,07/11/20
3.96165,3.95225,3.97755,3.94245,,07/10/20
3.94875,3.96155,3.96555,3.93135,,07/09/20
3.97045,3.94885,3.97565,3.94645,,07/08/20
3.94735,3.97055,3.97225,3.93785,,07/07/20
3.96795,3.94765,3.96795,3.93735,,07/06/20
3.96775,3.96775,3.96775,3.96775,,07/05/20
3.96775,3.96775,3.96775,3.96775,,07/04/20
3.97175,3.96795,3.98365,3.96145,,07/03/20
3.97475,3.97235,3.97935,3.94915,,07/02/20
3.95775,3.97745,3.98745,3.94825,,07/01/20
3.96325,3.95825,3.98925,3.94555,,06/30/20
3.98255,3.96515,3.98385,3.95635,,06/29/20
3.98295,3.98225,3.9836,3.97795,,06/28/20
3.98295,3.98295,3.98295,3.98295,,06/27/20
3.97045,3.98275,3.99075,3.96485,,06/26/20
3.95905,3.97125,3.99325,3.95715,,06/25/20
3.93255,3.95875,3.96225,3.92375,,06/24/20
3.94165,3.93265,3.95865,3.91395,,06/23/20
3.99305,3.94375,3.99905,3.93745,,06/22/20
3.99345,3.98485,3.9936,3.9839,,06/21/20
3.99345,3.99345,3.99345,3.99345,,06/20/20
3.97095,3.99305,3.99985,3.95475,,06/19/20
3.97025,3.97125,3.98385,3.95235,,06/18/20
3.95005,3.97035,3.98615,3.93665,,06/17/20
3.89935,3.95055,3.96365,3.88965,,06/16/20
3.94825,3.90075,3.97325,3.89895,,06/15/20
3.94845,3.95745,3.96145,3.94845,,06/14/20
3.94845,3.94845,3.94845,3.94845,,06/13/20
3.95955,3.94825,3.97585,3.92165,,06/12/20
3.91225,3.95995,3.96425,3.90765,,06/11/20
3.92175,3.91155,3.93515,3.89235,,06/10/20
3.91875,3.91865,3.95435,3.90865,,06/09/20
3.92895,3.91815,3.94495,3.91015,,06/08/20
3.92875,3.9273,3.92915,3.9255,,06/07/20
3.92875,3.92875,3.92895,3.92815,,06/06/20
3.91345,3.92895,3.93855,3.89065,,06/05/20
3.92585,3.91505,3.97845,3.88815,,06/04/20
3.95355,3.92695,3.95355,3.91775,,06/03/20
3.95445,3.95355,3.96555,3.91875,,06/02/20
4.00635,3.95535,4.00635,3.95045,,06/01/20
4.00565,3.99625,4.00575,3.996,,05/31/20
4.00565,4.00565,4.00565,4.00565,,05/30/20
4.02095,4.00635,4.02545,3.98835,,05/29/20
4.02445,4.01965,4.03835,4.00425,,05/28/20
4.04475,4.02565,4.05765,4.01705,,05/27/20
4.13125,4.04635,4.13275,4.02865,,05/26/20
4.14055,4.13055,4.15395,4.12505,,05/25/20
4.14065,4.1425,4.14285,4.14045,,05/24/20
4.14065,4.14065,4.14065,4.14065,,05/23/20
4.12255,4.14055,4.15245,4.12025,,05/22/20
4.12965,4.12275,4.14265,4.10885,,05/21/20
4.16585,4.13195,4.16705,4.12015,,05/20/20
4.18145,4.16585,4.18665,4.14785,,05/19/20
4.22215,4.18105,4.22715,4.17725,,05/18/20
4.22215,4.22195,4.2247,4.2195,,05/17/20
4.22215,4.22215,4.22215,4.22215,,05/16/20
4.22095,4.22215,4.23205,4.20645,,05/15/20
4.21985,4.21995,4.24175,4.21725,,05/14/20
4.20725,4.22115,4.22595,4.18945,,05/13/20
4.21515,4.20785,4.23015,4.18325,,05/12/20
4.19885,4.21925,4.22385,4.18825,,05/11/20
4.20485,4.20175,4.2051,4.20085,,05/10/20
4.19885,4.20485,4.20485,4.19885,,05/09/20
4.20445,4.19885,4.21295,4.18035,,05/08/20
4.21455,4.20505,4.23555,4.20145,,05/07/20
4.18605,4.21435,4.22145,4.17905,,05/06/20
4.17105,4.18385,4.20065,4.15935,,05/05/20
4.15715,4.17135,4.18815,4.15715,,05/04/20
4.16335,4.16305,4.16335,4.1575,,05/03/20
4.15735,4.16335,4.16335,4.15695,,05/02/20
4.14995,4.15715,4.16465,4.13725,,05/01/20
4.17905,4.14915,4.19185,4.13695,,04/30/20
4.20265,4.17995,4.20335,4.17465,,04/29/20
4.18835,4.20365,4.20565,4.16965,,04/28/20
4.19035,4.18815,4.19685,4.16235,,04/27/20
4.18995,4.1913,4.1946,4.18995,,04/26/20
4.19035,4.18995,4.19035,4.18995,,04/25/20
4.21395,4.19035,4.23125,4.18445,,04/24/20
4.20335,4.21315,4.22325,4.18805,,04/23/20
4.17535,4.20305,4.21565,4.16335,,04/22/20
4.16305,4.17435,4.19155,4.16155,,04/21/20
4.15565,4.16115,4.17725,4.14465,,04/20/20
4.15565,4.1579,4.15905,4.15565,,04/19/20
4.15565,4.15565,4.15565,4.15565,,04/18/20
4.17745,4.15565,4.19505,4.14885,,04/17/20
4.15945,4.17825,4.20585,4.15685,,04/16/20
4.11535,4.16085,4.18345,4.10825,,04/15/20
4.18085,4.11395,4.18085,4.11165,,04/14/20
4.16275,4.17985,4.19935,4.15325,,04/13/20
4.16275,4.1611,4.16465,4.15865,,04/12/20
4.16275,4.16275,4.16275,4.16275,,04/11/20
4.16115,4.16275,4.16785,4.14885,,04/10/20
4.17065,4.16135,4.19705,4.15045,,04/09/20
4.15675,4.17125,4.19025,4.15175,,04/08/20
4.22635,4.15625,4.23055,4.13915,,04/07/20
4.24465,4.22675,4.25075,4.19745,,04/06/20
4.24365,4.2429,4.2469,4.2359,,04/05/20
4.24485,4.24365,4.24605,4.2409,,04/04/20
4.21135,4.24465,4.25185,4.20565,,04/03/20
4.20225,4.21165,4.22885,4.17935,,04/02/20
4.13285,4.20195,4.21365,4.12945,,04/01/20
4.11195,4.13145,4.16305,4.10945,,03/31/20
4.07355,4.11195,4.14205,4.07355,,03/30/20
4.07355,4.0781,4.08235,4.07355,,03/29/20
4.07355,4.07355,4.07355,4.07355,,03/28/20
4.09695,4.07355,4.13235,4.06725,,03/27/20
4.19525,4.09565,4.20675,4.08125,,03/26/20
4.25835,4.19585,4.27935,4.17865,,03/25/20
4.29325,4.25895,4.29725,4.21955,,03/24/20
4.24275,4.29265,4.30815,4.20185,,03/23/20
4.24255,4.2402,4.24845,4.20655,,03/22/20
4.24255,4.24255,4.24255,4.24255,,03/21/20
4.26715,4.24275,4.29885,4.17065,,03/20/20
4.11635,4.26705,4.29935,4.09125,,03/19/20
4.05855,4.12105,4.20055,4.04045,,03/18/20
3.97605,4.05875,4.08935,3.96905,,03/17/20
3.94045,3.97935,3.98765,3.90755,,03/16/20
3.94015,3.92075,3.9614,3.90415,,03/15/20
3.94015,3.94015,3.94015,3.94015,,03/14/20
3.91625,3.94045,3.96295,3.88605,,03/13/20
3.84335,3.91855,3.96605,3.82245,,03/12/20
3.80985,3.84285,3.84635,3.79405,,03/11/20
3.78205,3.81025,3.82645,3.78195,,03/10/20
3.80805,3.78095,3.80805,3.75665,,03/09/20
3.80805,3.78505,3.80805,3.78095,,03/08/20
3.8082,3.8082,3.8082,3.8082,,03/07/20
3.83425,3.80805,3.84405,3.78145,,03/06/20
3.85905,3.83435,3.86215,3.82735,,03/05/20
3.85345,3.85865,3.87045,3.83635,,03/04/20
3.87505,3.85445,3.89165,3.83675,,03/03/20
3.92615,3.87515,3.92615,3.86275,,03/02/20
3.9274,3.91995,3.9274,3.91835,,03/01/20
3.9274,3.9274,3.9274,3.9274,,02/29/20
3.92995,3.92615,3.95465,3.92015,,02/28/20
3.96565,3.92945,3.96735,3.92645,,02/27/20
3.95605,3.96565,3.97125,3.95075,,02/26/20
3.96795,3.95615,3.97405,3.94925,,02/25/20
3.95275,3.96685,3.98275,3.95275,,02/24/20
3.95385,3.9659,3.9745,3.95385,,02/23/20
3.95385,3.95385,3.95385,3.95385,,02/22/20
3.96795,3.95275,3.97205,3.94565,,02/21/20
3.95045,3.96785,3.97165,3.94575,,02/20/20
3.95435,3.95015,3.96295,3.94735,,02/19/20
3.93125,3.95365,3.96105,3.93045,,02/18/20
3.92355,3.93015,3.93705,3.91585,,02/17/20
3.92365,3.92125,3.92365,3.9194,,02/16/20
3.92365,3.92365,3.92365,3.92365,,02/15/20
3.91775,3.92355,3.92485,3.90725,,02/14/20
3.91055,3.91775,3.92555,3.90695,,02/13/20
3.89785,3.91045,3.91385,3.89495,,02/12/20
3.90835,3.89755,3.91155,3.89055,,02/11/20
3.90395,3.90825,3.91575,3.89095,,02/10/20
3.90395,3.9036,3.90655,3.8982,,02/09/20
3.90395,3.90395,3.90395,3.90395,,02/08/20
3.87855,3.90395,3.90665,3.87685,,02/07/20
